Converted?,Avg Policy Size,Grid State,Years Positive,Operating Acreage,Rain Index Variance,Distance to Nearest Customer (Miles)
0,51255,NM,12,15479.71,0.84824298,
1,28083,NM,13,11257,1.00248192,4.1
1,12413,NM,13,3561,0.76738994,0
1,51500,NM,15,6857.52,0.39768836,
1,66438,TX,15,13841.25,0.38149974,
0,18731,NM,12,5813.17,0.70651766,
1,51079,NM,11,12629.5,0.44449077,
1,28097,CA,13,2507,0.42990885,1.8
1,,TX,15,,0.33013621,
1,3410,MT,12,1920,0.32358382,3
1,63389,MT,13,30671.91,0.22800083,
1,104549,ID,11,14600,0.18178427,45.9
1,4235,MT,9,2546,0.26191266,20.5
1,29762,IA,12,1646,0.20583885,79.4
1,9980,CO,13,2374,0.45319713,62.6
1,235009,TX,13,37368.91,0.57646024,
1,2371,AZ,12,843,0.44595826,16.9
1,7544,WY,11,4526.2,0.28112304,
1,8473,MT,13,2978.79,0.33123102,
1,15819,MT,6,5234.12,0.68953759,
1,148807,NM,13,41671,0.71293842,
0,61680,NM,15,19685.16,0.49614696,
1,,OR,15,,,
1,15034,SD,10,2193,0.40438818,104.1
1,48588,WY,10,26664.11,0.34516357,
1,63283,AZ,15,7615.28,0.43443703,
1,73596,AZ,13,21645.93,0.61588243,
1,32674,MT,10,17931.05,0.37318669,
1,611345,WY,15,352698.9,0.26139455,
1,33217,AL,11,3676,0.18057252,191.8
1,5634,MT,11,2414.39,0.38293738,
0,228427,KS,12,21964.16,0.23127115,
1,3989,MT,13,1760,0.38965592,
1,27942,MT,12,11127.34,0.33581655,
1,,CA,15,,,
1,69212,TX,13,8522,0.50057925,16.7
1,51443,UT,13,18975,0.58792622,
1,,MT,15,,,
1,,KS,15,,,
1,6491,MT,12,2780,0.47694406,2.2
1,32953,KS,12,4621.74,0.27198885,
0,,WY,0,,,
1,52903,CA,13,4790,0.3675617,
1,8900,TX,0,0.06,,
1,46794,NM,9,10217.03,0.40704861,
1,50403,SD,9,5634,0.380047,36.2
1,173833,WY,12,101590.47,0.29326413,
1,7552,WA,11,951.91,0.22540609,
1,4072,UT,9,1961,0.46760457,0
1,,UT,0,,,
1,15004,OR,15,1334.34,0.21717553,
1,116184,NM,13,43935.2,0.58258175,
1,153591,WY,10,79443.46,0.60231311,
1,64081,WY,12,30677,0.21769876,
1,2376,UT,13,1843.26,0.29497041,
1,1461,WY,12,642,0.27284924,7.3
1,24768,WY,14,13931.97,0.26139455,
1,16187,TX,13,11399.3,0.58371679,
1,14674,UT,14,7855,0.24315208,0.1
1,8317,WY,10,4712,0.35804351,34.7
1,421818,NV,14,126732,0.55404929,0
1,,WY,0,,,
1,918,UT,13,983.66,0.32443643,
1,1132,ID,10,294,0.28697414,0
1,1243173,NV,13,314772,0.3162189,
1,,UT,0,,,
1,16661,UT,12,17851,0.34138161,
1,,MT,0,,,
1,,NE,0,,,
1,,MT; SD,0,,,
1,,OK,0,,,
1,,SD,0,,,
1,,,0,,,
1,16009,TX,12,3656.86,0.54850407,
1,1253,NM,13,400,0.68554429,16.3
1,92678,UT,12,85112.89,0.54570668,
1,,OR,0,,,
0,4492306,NM,13,983903,0.46189959,0
1,19056,TX,13,2704,0.56081395,44.3
1,266884,TX,13,32138,0.65343792,3.5
1,9010,SD,12,2489,0.32961861,7.1
1,,MT,0,,,
1,8101,OR,15,2321.89,0.24784947,
1,92926,AZ,13,24312,0.88666895,
1,2121,NM,14,641,0.83092957,28.6
1,23032,ID,13,6025.94,0.4851015,
0,348564,OK,11,40013.67,0.33452613,
1,18183,KS,10,1632,0.25988787,10.1
1,4693,CO,14,1286,0.39178027,51.3
1,23065,TX,10,2939,0.32432118,86.2
1,,MT,0,,,
1,,MT,0,,,
1,5177,MT,8,2240,0.31204427,
1,,OK; TX,0,,,
1,83914,WA,12,13033,0.36571,170.3
1,,TX,0,,,
1,28046,WY,12,20032.8,0.28527784,
0,6760,NM,12,2202,0.43297503,7
0,741272,OR,10,196218.95,0.25525205,
1,266906,CA,11,42743,0.61413542,
1,25361,OR,11,6207,0.30843644,0
1,26104,CA,12,4251,0.62621332,0
1,5163,MT,7,2241,0.34262244,0.2
1,52829,CO,15,23537.54,0.24968497,
1,586848,ND,14,144307,0.34193464,
1,287690,CA,13,65716,0.27118019,
1,,CA,0,,,
1,127440,NM,13,49413,0.80610877,0
1,1375278,CA,14,124755,0.22272861,0
1,43648,KS,14,3845,0.2262056,18
1,,UT,0,,,
1,,UT,0,,,
1,,CA,0,,,
1,78928,TX,11,11641.3,0.35240943,
1,1029,AZ,12,330,0.83609175,16.1
1,28654,CA,12,5460,0.45329192,3.9
1,15774,OK,12,1626,0.43952961,0
1,930023,TX,13,134137.88,0.47378,
1,144379,NM,14,60158,0.44247332,
0,111415,WY,12,71623.75,0.34064276,
0,427278,MT,12,190034,0.32774131,
1,7096,NM,8,1926,0.55184217,45.1
1,484771,TX,13,71635,0.4897609,
1,,UT,0,,,
1,,CA,12,74796,,
1,48240,NV,15,13077.18,0.44761606,
0,23689,TX,13,3028.39,0.34540416,
1,3517,NM,12,1273,0.33308642,8.8
1,3667,CO,14,1330.77,0.32509442,
1,2829,WY,9,1515.77,0.52106939,
1,18330,WY,10,8882,0.31109361,5.2
1,19157,UT,12,11209,0.30866444,0
1,,TX,0,,,
1,37488,NV,12,11574,0.48004215,8.1
1,1838,UT,15,1933,0.41791353,0
1,21402,UT,12,8523.04,0.50422514,
1,50286,TX,13,11038.42,0.60600841,
1,10498,MT,7,3855,0.40210237,0
1,,ID,0,,,
1,877,CO,11,429,0.2552138,1.4
1,,TX,0,,,
1,4998,MT,9,1729,0.28398552,14
1,74474,TX,12,8842.54,0.7087234,
1,21912,WY,7,11008,0.36186836,10.7
1,28973,CO,10,12299.66,0.2495466,
1,121434,AZ,12,40478,0.48659006,
1,50440,TX,14,15031.85,0.67635299,
1,128204,WA,11,18284,0.40248156,6.7
1,,TX,0,,,
1,109372,OK,12,12298,0.2612909,30.6
1,643889,CA,12,116016,0.88855138,
1,49448,TX,14,7924,0.6728214,6.3
1,1283605,CA; NV,13,107412,2.5627892,
1,747932,CA,13,52997,0.83490213,0
1,925593,CA,12,70633,0.47426834,
1,66267,UT,11,30096,0.46760457,0
1,65176,UT,14,38591,0.24123466,
0,107078,WY,9,54755.67,0.27117799,
0,17652,WY,9,9687.27,0.27117799,
0,1071014,NV,15,292186,0.35286612,0
0,,ID; UT,0,,,
1,,KS,0,,,
1,112340,OK,11,41453.87,0.25302555,
1,51035,OK,10,5093.31,0.33007565,
1,8062,TX,12,1937,0.40147808,2.5
0,5925,NM,14,1919,0.77468932,7.6
1,27101,KS,12,1951.24,0.41262507,
0,13887,WY,13,8639,0.17542017,1.3
1,14552,WY,11,8731.2,0.25349163,
1,7830,WY,9,4697.84,0.31299518,
1,,TX,0,,,
1,30881,NE,8,2943.85,0.30967108,
1,4510,WY,12,2281,0.34326682,0.7
1,13184,WY,8,7705,0.24377782,
0,108147,NM,14,22115.95,0.83092957,
1,23477,ND,11,11978.06,0.37763011,
0,401532,WY,12,188218.33,0.39457691,
1,26119,TX,13,3637.74,0.30806668,
1,,TX,14,,0.6324044,
1,81437,WA,12,10294,0.30924877,
1,2595,NM,12,649,0.67788411,16.1
1,57704,TX,13,8191.38,0.37332485,
1,22875,TX,13,3563,0.37332485,0
1,4058,UT,11,1863,0.4510977,18.5
1,,TX,0,,,
0,383364,WY,15,207848.13,0.31702671,
1,863998,WY,13,390735,0.25959009,
1,15506,SD,13,2124,0.40438818,26.4
1,,CO,0,,,
0,284,WY,10,115,0.40257314,2.2
0,2454,WY,9,951.93,0.54535983,
1,15482,NM,13,4376,0.42344379,17
1,,FL,0,,,
1,693067,NV,13,187328,0.44761606,
1,28630,MT,10,17304,0.19134749,2.5
1,837097,ND,14,498951,0.33654472,63.6
1,19930,SD,9,4623,0.39823916,4.4
1,,TX,0,,,
0,,AZ,0,,,
1,27201,ID,12,3588,0.53001786,17.6
0,27110,SD,7,7921,0.43016979,19.1
0,142267,CO,11,64946,0.57592793,10.7
1,17701,ID,10,3793.12,0.35208656,
1,31499,KS,10,2275.19,0.3336424,
0,9574,ID,12,1728,0.55107955,0
1,74405,TX,15,11466.49,0.47728837,
1,305421,NV,15,92446,0.2915925,0
1,1148,WY,8,658,0.24377782,0.7
0,10815,CO,9,3760,0.41837217,40.9
1,56708,NM,14,16899.79,0.65965132,
1,1692,UT,13,1657,0.27152857,0
1,8185,UT,15,7032,0.38164086,0
1,16134,KS,10,1665.24,0.220442,
1,511040,TX,13,76148.36,0.47718471,
1,,TX,0,,,
1,17928,KS,11,1761.44,0.35733745,
1,,CO,15,142542,0.33966865,55.2
1,58777,TX,15,9906.3,0.53111339,
1,17390,TX,13,2591.29,0.3852458,
1,124624,TX,12,13546.09,0.33312281,
1,6747,UT,10,3450.25,0.41422978,
1,473197,CO; NV,15,120807,0.3540985,
1,48109,AZ,13,13523,1.15552519,13.1
1,144333,CA,12,28239,0.94507107,
1,2850,NM,12,1350,0.42374291,
1,,NM,0,,,11.8
1,,SD,0,,,
1,,,0,,,
1,938092,NV,15,410208,0.25673464,
1,15081,CO,13,3343.9,0.39698808,
1,784163,CA; NV,14,529089,0.72622723,
1,1670,MT,7,640,0.6855344,1
1,35856,TX,12,7142.63,0.51680529,
1,3311,MT,12,1215,0.64955726,0
1,18491,CA,13,1671,0.44448923,9.3
1,,MT,0,,,
1,15825,MT,5,5719,0.58074594,2
1,27445,MT,7,9724.52,0.42782217,
1,32225,MT,5,11381,0.54023897,0
1,3226,MT,7,1195,0.6855344,0
1,,MT,0,,,
1,,MT,0,,,
1,,MT,0,,,
1,376004,NM,13,118323.01,0.55309417,
1,36299,CA,11,6749.8,1.90845538,
1,27355,OR,11,1762,0.31052733,5.6
1,25048,TX,13,5262.18,0.59098539,
1,163994,LA,13,32668.13,0.17799364,
1,,KS,0,,,
1,25401,KS,12,3139.8,0.35115917,
1,6210,SD,6,1982,0.27615189,
0,24581,MT,9,9454.15,0.29634334,
0,6239,SD,12,1977,0.52707145,
1,20935,CO,13,6683,0.25439836,45.8
1,84068,KS,12,7124.37,0.32387624,
1,,TX,0,,,
1,16455,TX,11,2373.26,0.42837868,
1,96355,CA,10,19704.5,0.88855138,
0,4671,MT,8,2011,0.39376378,0
1,4946,MT,12,2427,0.32703708,18.1
1,40419,OR,13,5552,0.24257666,5.7
1,51158,ID,13,9550,0.40564279,8.4
1,9315,NM,14,2874,0.74103305,5.6
1,25296,KS,12,2167,0.39818919,17
1,16654,CA,14,4626,1.51862401,
0,54270,WY,4,34396.33,0.33181086,
1,,TX,0,,,
1,26151,TX,14,2864.29,0.43843308,
1,19665,TX,12,2969,0.4593396,0
1,15172,KS,14,1711.15,0.56379946,
1,12896,NE,13,5872,0.254504,34.3
1,40750,TX,11,5457.53,0.26178928,
1,,MN,0,,,
1,4813640,TX,14,827631,0.56661208,0
1,98949,NE,13,8546.49,0.29543397,
1,90309,KS,14,11479.97,0.36325043,
1,1340,WY,8,639,0.40748271,0
1,2979,MT,13,994,0.26236762,18.1
0,8534,ID,12,2232.74,0.46545894,
1,78954,KS,14,7907,0.40138487,39.5
1,,AZ,0,,,
1,33086,AZ,12,20970,0.57164387,
0,91704,MT,13,30959,0.51271524,8.6
1,796187,NM,14,281195,0.36245861,
1,89442,MT,12,30620,0.45138728,18.2
0,147384,MT,14,69086.04,0.2995126,
1,18892,NE,8,1619.31,0.30165354,
1,156527,MT,7,71148.71,0.41525782,
1,190245,SD,9,70752.43,0.21766891,
1,99729,WY,11,47830,0.22332846,6.7
1,704609,NM,14,233107,0.77158625,
1,27403,OK,9,6462.97,0.25062782,
1,89840,AZ,12,31833,0.57239449,
1,13492,AZ,13,4667,0.438123,6
1,13649,MT,11,5641,0.37531938,21.5
1,15146,OR,12,4577,0.41696897,0
1,59942,KS,12,6676.73,0.55300274,
1,95061,MN,11,15356,0.25948891,167.8
1,1831,MT,5,630,0.62342352,8.7
1,,CA,0,,,
1,51085,KS,12,4241.41,0.38598878,
1,,NE,0,,,
1,3829,UT,15,2824.43,0.25111925,
1,31473,OK,9,4215,0.24994546,44.3
0,215803,CO,13,96150,0.16024559,8.3
1,37894,TX,13,6768,0.46090691,
1,41413,CA,14,7118,0.68819469,0
1,94052,TX,12,11563.72,0.39323747,
1,52843,ID,12,6709,0.19393618,0
1,259396,MT,9,135730.42,0.14392096,
1,25753,OK,13,2524.78,0.43952961,
1,15946,ID,11,4431,0.49390965,0.2
1,35017,TX,14,4261,0.29161918,1.9
0,424940,CA,12,53829,0.35405138,0
0,293596,CO,12,116918.79,0.33329432,
1,16452,TX,12,2625.28,0.58002023,
1,,UT,0,,,
1,44260,WY,13,20835,0.37262132,9
1,73401,AZ,13,28084,0.38717181,8.6
1,2832,MT,9,999,0.29710643,24.6
1,67868,CA,13,6668.25,0.48910675,
1,45966,KS,13,4722.54,0.32009036,
1,207366,TX,10,31739.69,0.40396516,
1,32880,OK,12,3448.98,0.41103977,
1,54485,CO,13,19933.41,0.35653616,
1,34851,CO,14,18734,0.22095236,0.9
1,28405,NE,13,4897.38,0.24049571,
1,265639,ID,13,32106,0.25376144,10.2
0,425633,ID,13,92528.96,0.43748046,
0,655554,ID,12,94551,0.19680059,
1,65933,NM,13,8001.58,0.6901899,
1,3890,ID,14,522,0.33007639,15.3
0,67357,ID,12,13777.63,0.41153133,
1,11718,NM,13,4181,0.76209244,7.5
0,15766,MT,14,7314.27,0.34193464,33
1,,UT,0,,,
1,43637,KS,14,5077,0.27837962,32.8
1,52410,MT,9,18717.71,0.56730488,
1,36989,MT,9,13316,0.56280368,
1,59368,MT,13,24287,0.16817257,
1,9336,MT,9,4422,0.80418706,0
1,2207,MT,11,811,0.52548738,7.4
1,,PA,0,,,
1,7585,NM,13,1921,0.54936916,39.3
1,,NE,0,,,
1,,TN,0,,,
1,11395,NE,10,2225,0.34440419,14.5
1,,OH,0,,,
1,,CO,0,,,
1,,TX,0,,,
1,,AZ,0,,,
1,,NC,0,,,
1,,OH,0,,,
1,1434,WY,14,586.66,0.77396028,
1,,WY,0,,,
0,1071,MT,9,542,0.34056988,27.8
1,254907,TX,14,53891.54,0.5024713,
1,40155,KS,12,3279.42,0.30635498,
1,,CA,0,,,
0,264538,TX,12,32525.18,0.47419245,
0,596271,TX,15,86708,0.47065854,
0,835305,TX,13,134430,0.42219494,
1,1065,MT,9,640,0.26191266,30.4
0,362839,TX,13,107419.43,0.61804431,
1,52056,AZ,13,14540.78,0.43443703,
0,287365,NM,15,83428.64,0.61731766,31.1
0,37385,MO,10,2757.01,0.20185863,
1,86592,OK,12,11007.47,0.43639578,
1,49320,KS,13,5604.59,0.37651406,
0,26182,CA,13,3530,1.18022047,2
0,59254,CO,14,21503.56,0.32509442,
1,4836,MT,9,2445.01,0.30137575,
1,2877,WY,8,1413,0.37545066,5.4
1,39856,KS,13,3272.82,0.2262056,
1,,NE,0,,,
1,15591,NE,13,2688.04,0.24049571,
1,,FL,0,,,
1,3884709,TX,13,329833.8,0.23295735,
1,82446,OK,0,10516.07,0.7819282,
1,43356,WY,9,26047,0.31736987,0
0,42095,KS,12,4154.09,0.25539333,
1,443125,NM,11,103319.3,0.5705962,
1,101192,CA,13,18142,1.15745348,
1,16649,CO,13,7492.05,0.24474098,
1,42265,AR,12,4099,0.20017932,
1,107813,FL,14,12672,0.24320226,43.8
1,23479,NM,12,7091,0.65212637,
1,45535,CA,12,5788.4,1.59054874,
1,204724,ID,8,36270,0.26994688,
0,10174,MT,11,4526,0.26613018,21.8
1,216968,ID,9,36270,0.26994688,0
1,22352,NE,13,1430.99,0.21996829,
1,3792,NM,14,1130,0.73460812,2
1,38931,KS,13,4325.67,0.46236157,
1,72696,TX,12,14285.23,0.62856909,
1,,NV,0,,,
1,19248,NE,14,6059,0.30263482,4.5
1,5181,WY,12,3194,0.17221803,
1,82524,MT,12,39931,0.34241474,0.9
1,109926,OR,14,7036.49,0.28888047,
1,585499,OR,15,19448,0.31052733,
1,116884,OR,15,29000,0.28888047,
1,8162,OR,14,2186.14,0.30860559,
0,106281,CA,15,9451.86,0.21717553,
1,,TX,0,,,
1,1683,WY,10,856,0.31403043,0
1,72403,SD,13,5254.21,0.40439515,
0,25043,SD,13,4561.57,0.27968065,
1,78985,TX,12,7052.23,0.56081395,
1,144028,CO,11,68223.72,0.18286648,
1,92394,CO,11,46197,0.19668773,
1,387274,CA,14,36422,1.09589569,0
1,7188,NE,11,1460,0.25869735,0.7
1,13000,WA,0,,,
1,47283,ID,13,10084.11,0.3097127,
1,15858,CO,14,8109.21,0.18044266,
1,,SD,0,,,
1,45278,KS,9,4568.42,0.37978981,
1,,UT,0,,,
1,19731,KS,14,2244,0.56379946,21.8
1,24736,NE,14,4153.4,0.32580357,
1,25059,TX,13,2975.31,0.63871504,
1,253447,WY,11,142563.79,0.24068468,
1,86200,WY,10,40831.67,0.33035247,
1,78108,TX,10,9845.6,0.42969418,
1,393792,OR,13,52427.9,0.30727941,
0,94167,UT,15,68347,0.23283079,
1,160220,UT,13,74329,0.40546415,
1,,OK,0,,,
1,1647,MT,10,640,0.28796565,1.8
1,81678,OK,11,11303,0.28223281,15
1,101840,NE,13,10297.27,0.21996829,
0,23677,KS,14,2714,0.56379946,45.5
1,659245,OR,10,146138,0.35152213,
1,105263,KS,12,8458.61,0.28448541,
1,12656,NM,12,5204,0.59150332,29.8
1,106380,OR,11,15747,0.17630307,
1,,CO,0,,,
1,113342,CA,11,11523,1.72362724,28.8
1,24939,TX,12,6004,0.4793772,38
1,136324,AZ,13,40095.22,0.61588243,6.3
0,,NE,0,,0.35710603,
1,142685,CO,15,40192,0.37968305,36.2
1,121169,NM,13,43621,0.63174908,
1,36073,AZ,13,13641,0.36568181,
1,9530,AZ,11,4674,0.92661417,43.7
1,175230,AZ,13,50873.11,0.51648446,
1,73564,AZ,14,33104,0.25572975,
1,87487,AZ,12,54679.1,0.5967225,
1,220264,OK,13,23050.85,0.26414482,
1,15378,KS,10,1587.19,0.36489803,
1,45200,UT,14,33870,0.47853413,0
1,,NM,0,,,
1,15583,OR,13,1094,0.26218196,
1,,,0,,,0
1,203227,ID,11,26977,0.26110033,
1,3788,MT,13,1810,0.33357667,16
0,59192,SD,10,5252.17,0.30868853,
1,39963,KS,11,4687,0.56717281,1.4
1,46530,OK,9,5300.9,0.24101506,
1,15732,ND,10,2047,0.46683443,95.7
1,,OK,0,,,
1,20551,MT,8,8951,0.36595716,0
1,87342,OR,10,11134.31,0.21415305,
1,7298,OR,11,1919,0.25977673,2.5
1,,,0,,,
0,115691,TX,13,10986.8,0.56197485,
1,22399,CA,13,1880.48,1.10303208,
0,,TX,0,,,
1,75494,NM,14,21921,0.63979274,9.4
1,39536,ID,12,8352.7,0.60495543,
0,20757,ND,13,1683.45,0.42545036,
1,56402,TX,14,8285,0.37217107,95.6
1,22848,ND,11,3939.31,0.37725675,
1,73688,UT,13,34185,0.40546415,
1,17613,LA,10,1325.28,0.24298127,
1,,CA,0,,,
1,138448,OK,13,55158.57,0.43333079,
1,78022,CA,11,15467,0.35884144,
1,117513,CA,13,12215.49,2.70765334,
1,4387,NM,12,1570,0.82349197,4.6
1,13013,NM,13,4399,0.39768836,2.9
1,290385,TX,14,35738,0.50826804,12.3
1,5432,ID,7,3017.61,0.19134749,
1,31279,NE,11,2775.42,0.25102466,
1,60664,CA,13,4698.63,0.62509649,
1,120004,TX,12,16461.45,0.47509066,
1,18303,KS,10,1771.22,0.3991708,
1,32919,OR,11,8036,0.30849142,1.3
1,14054,UT,12,7221,0.26743085,6.6
1,1911,UT,13,1862,0.32443643,0
1,267743,OR,11,63748.33,0.35053735,
1,99025,OK,10,15521.16,0.22926781,
1,19491,OK,12,2489,0.2370461,0
1,69177,OR,14,18989,0.32488577,0
1,394824,CA,12,66295,1.10848926,
1,30882,SD,12,1883.05,0.36556542,
1,126804,NM,13,57062,0.33259369,
1,17891,TX,11,2236.36,0.42764071,
1,123598,NM,13,46738.79,0.72870376,
1,152763,ID,11,35803.72,0.39982117,
1,25769,TX,12,1506.08,0.5276722,
1,1583049,OR,15,71234,0.33702643,
1,129801,NM,14,39917,0.83092957,18.8
0,25829,OK,10,1336.21,0.28313834,
1,88487,SD,10,11315.47,0.31317331,
1,3803,CO,8,1286.71,0.4141652,
1,10431,MT,10,4631,0.21093943,22.5
1,33754,ID,13,5938,0.28011515,2.7
1,49855,ID,13,8740,0.24988941,0.6
1,86723,CO,13,38639,0.16024559,
1,27319,TX,12,4422.07,0.71858094,
0,1566,NM,13,481,0.43635233,25.6
1,,NM,0,,,
1,118157,OR,11,13739.19,0.16586016,
1,27807,WY,8,13750.74,0.31419063,
1,1640,MT,8,640,0.60093032,3.5
0,24003,OR,13,3372,0.28690378,3
1,19049,NM,13,5792,0.68554429,
1,1303,UT,11,638,0.32443641,0
0,2004,MT,7,922,0.59349492,22.4
1,63376,OR,13,20371,0.28179907,
1,191753,WY,14,107860.91,0.26139455,
1,,NE,0,,,
0,5876,MT,13,2948,0.31422141,12
1,54349,OR,11,5661.36,0.40821292,
1,23238,KS,11,1950.98,0.39818919,
0,240858,TX,11,38900,0.35034162,35.7
1,,NE,0,,,
1,67143,CA,13,6055,0.37062995,
0,39074,CO,13,24087.02,0.21626864,
1,,UT,0,,,
0,261038,UT,11,121100,0.35888664,
0,261038,UT,11,121100,0.35888664,
1,104885,NE,9,10659.04,0.27705821,78.9
1,20661,CA,12,1791.42,0.72034502,
1,821,CA,12,160,0.83879184,
1,18523,OK,11,2163.9,0.3756697,
0,67011,UT,12,47865,0.37883142,3.6
1,80075,CA,15,9036,2.02942847,9.4
1,102795,CA,13,8418,0.59667443,12.2
1,21463,NM,13,4868,0.62934965,14.4
1,17545,KS,12,1277.52,0.35115917,
1,1399,MT,7,640,0.3661096,2
1,21199,KS,11,2082.83,0.35733745,
1,1920,MT,10,520,0.4967306,7.9
0,65136,OR,13,15843.86,0.55461659,
1,18986,NE,13,1573.4,0.3546809,
1,,SD,0,,,
1,,,0,,,
0,11209,OK,10,1706,0.21741496,9.6
1,24013,TX,13,4172.1,0.53298901,
1,6896,NM,12,2478,0.48349759,28.5
1,,OR,0,,,
1,10739,MT,9,4832.35,0.3083715,
1,,OR,0,,,
1,,LA,0,,,
1,41308,OK,11,5052,0.27538976,14.7
0,,TX,0,,,
1,,NC,0,,,
1,21052,WY,6,6484,0.27615189,24.8
1,,MO,0,,,
0,5920,NM,13,2188,0.6871167,5
1,,MO,0,,,
1,,VA,0,,,
1,,TX,0,,,
1,,VA,0,,,
1,,IL,0,,,
1,,MS,0,,,
1,195201,AL,10,24155,0.16334065,0
0,,WA,0,,,
0,,MS,0,,,
0,,MS,0,,,
1,,NE,0,,,
0,,LA,0,,,
0,,TN,0,,,
0,3373,CA,11,698,0.3476364,6.6
0,,AL,0,,,
1,,,0,,,
0,,TN,0,,,
1,57713,OR,12,7154.5,0.21038364,
0,,OH,0,,,
0,,AL,0,,,
1,16116,OK,12,1368.08,0.43243265,
1,,KS,0,,,
0,18748,AR,12,1652,0.24763315,98.8
1,821610,NM,14,41515,0.40949917,
1,19271,CO,12,9043,0.22385772,2.1
1,,TX,0,,,
1,88322,OR,15,7854.73,0.21717553,
0,,NV,15,,,
1,39856,KS,13,3272.82,0.2262056,
0,,OR,15,,,
0,246701,OR,15,20634.8,0.17096523,
1,1692,UT,13,1657,0.27152857,0
0,168353,CA,10,16687,2.2247597,
0,,ID,15,,,
0,,NV,15,,,
0,,AL,15,,,
0,41711,OR,15,5740,0.12276813,
0,56679,SD,8,22773,0.22592376,
1,1243173,NV,13,314772,0.3162189,
1,13013,NM,13,4399,0.39768836,2.9
1,18491,CA,13,1671,0.44448923,9.3
0,13433,MT,11,5985,0.42684844,
0,8289,AZ,14,3106,0.31200009,0
0,,UT,15,,,
0,98017,NV,12,28094,0.44589515,
0,,OK,15,,,
0,6412,WY,11,3102,0.39068653,2.6
0,445077,CA,15,111210,0.48743749,
0,4332,MT,6,1918,0.38779399,19.8
1,123663,NV,14,58577,0.29271427,
0,40467,KS,11,3194,0.31850219,7.5
0,242562,ID,10,71341.82,0.26922486,
0,35554,AZ,12,15841,0.74050202,
1,109372,OK,12,12298,0.2612909,30.6
0,229176,ID,8,39665,0.26994688,
1,930023,TX,13,134137.88,0.47378,
0,21941,OK,11,2797,0.219251,
1,,MT,0,,,
1,821,CA,12,160,0.83879184,
0,0,TX,14,5963,0.61435269,0
0,2635,ID,9,644,0.64680801,8.3
0,30425,SD,10,7960,0.38263559,
0,152729,CO,14,58244,0.30146356,
1,1399,MT,7,640,0.3661096,2
0,25583,KS,11,2164,0.22373744,
0,6628,MT,7,3522,0.25418573,24.9
0,322303,OR,13,96855,0.36216394,0
0,267680,UT,13,154431,0.33149076,
1,29762,IA,12,1646,0.20583885,79.4
0,101673,NM,13,36026,0.77158625,
0,4069,AZ,14,1845,0.19705597,4.1
0,,AZ,15,,,
0,28433,OR,14,1787,0.28888047,
0,22184,KS,14,2221,0.40138487,44.9
0,125701,CO,13,60742,0.21775564,2.7
0,,AZ,15,,,
0,85209,AZ,13,38344,0.24474098,
0,3475,VA,12,904,0.11162944,
1,9530,AZ,11,4674,0.92661417,43.7
0,101813,CA,14,17967,0.59102384,
0,110222,UT,11,43508.87,0.66417715,
0,,UT,15,,,
0,,WY,15,,,
1,425,CA,10,80,0.37053066,
0,37978,WA,11,4804,0.34671777,116.1
0,,WY,15,,,
0,1514507,UT,15,579795,0.40472657,
0,150957,CA,12,13425,0.72034502,
0,,NV,15,,,
0,173474,WY,14,53468,0.2695068,
0,,NV; OR,15,,,
0,110407,AZ,12,36265,0.59776891,
0,,ID,15,,,
1,,TX,0,,,
0,15031,ND,9,2218,0.32608823,44.1
0,6067,WY,11,3125,0.36402128,28.8
1,5205,UT,11,1294,0.45042208,
1,1422,WY,9,818,0.32182493,12
1,69177,OR,14,18989,0.32488577,0
0,1355993,ID,14,421762,0.34144947,
0,,NV,15,,,
0,61773,OR,11,17483,0.23371099,
0,,SD,15,,,
0,38312,KS,12,4478,0.39517252,
0,10037,CA,13,1118,0.80706535,
0,2763,MT,7,1207.31,0.30240473,
0,352070,MT,8,184222.61,0.14392096,
0,,MT,15,,,
1,73688,UT,13,34185,0.40546415,
0,4510,AZ,13,1719,0.40920272,0
0,417042,CO,9,173894,0.29002785,
0,22870,TX,13,3928,0.63519829,
0,8056,NM,12,1891,0.557201,20.2
0,2298,OR,14,144,0.2544091,
0,54750,AZ,12,27997,0.75904599,
0,,NM,15,,,
0,35958,AZ,13,11395,0.50047117,
0,136226,OR,11,16568,0.26590898,
1,52903,CA,13,4790,0.3675617,
0,18936,OR,11,2125,0.24090632,
0,517121,OR,12,130944,0.32401416,0
0,1150,WY,6,645,0.30237399,16.1
0,28663,KS,9,2905,0.40461142,
0,20963,TX,12,4813,0.53884168,
0,16854,OR,11,4159,0.30843644,0
1,376004,NM,13,118323.01,0.55309417,
0,15770,CO,12,9407,0.291774,5.2
0,,UT,15,,,
0,624,CA,14,106,0.75126953,
0,168479,CA,12,10784.59,2.70765334,
1,65176,UT,14,38591,0.24123466,
0,121549,UT,11,56976.13,0.36084705,
1,46530,OK,9,5300.9,0.24101506,
1,,KS,15,,,
0,4139,MT,14,1920,0.34193464,
0,176944,UT,13,75833,0.48765866,
0,19014,KS,11,1447.79,0.32328564,
1,,NM,0,,,11.8
0,27852,KS,11,2537.14,0.27507422,
0,54531,UT,14,49488,0.4319024,0
0,33756,KS,11,4039.98,0.38784584,
0,1630,MT,14,743,0.30362019,13.6
0,71721,KS,12,9301,0.37802277,
1,,TX,14,,0.6324044,
0,16488,ID,12,2669,0.39958001,
1,9010,SD,12,2489,0.32961861,7.1
0,303821,CA,12,61691,1.25087089,4.6
